GO term	GO size	Size pivot	GO name	CI quantile (GO)	CI quantile (17k random)	Number of random subsets
GO:0004020	2	2	adenylylsulfate kinase activity	0.856194690265	0.876417045925	24170
GO:0004161	2	2	dimethylallyltranstransferase activity	0.856194690265	0.876417045925	24170
GO:2000642	2	2	negative regulation of early endosome to late endosome transport	0.856194690265	0.876417045925	24170
GO:0018312	2	2	peptidyl-serine ADP-ribosylation	0.856194690265	0.876417045925	24170
GO:1900221	2	2	regulation of amyloid-beta clearance	0.856194690265	0.876417045925	24170
GO:0031371	2	2	ubiquitin conjugating enzyme complex	0.856194690265	0.876417045925	24170
GO:0004945	2	2	angiotensin type II receptor activity	0.856194690265	0.876417045925	24170
GO:0017055	2	2	negative regulation of RNA polymerase II transcriptional preinitiation complex assembly	0.856194690265	0.876417045925	24170
GO:0034518	2	2	RNA cap binding complex	0.856194690265	0.876417045925	24170
GO:0042060	76	64	wound healing	0.652709359606	0.87734204793	4590
GO:0019215	9	8	intermediate filament binding	0.746962616822	0.878246883796	24870
GO:0019907	7	8	cyclin-dependent protein kinase activating kinase holoenzyme complex	0.872390208783	0.878246883796	24870
GO:0019725	11	8	cellular homeostasis	0.654976303318	0.878246883796	24870
GO:0061578	9	8	Lys63-specific deubiquitinase activity	0.746962616822	0.878246883796	24870
GO:0045124	9	8	regulation of bone resorption	0.746962616822	0.878246883796	24870
GO:0060316	8	8	positive regulation of ryanodine-sensitive calcium-release channel activity	0.800914876691	0.878246883796	24870
GO:0009165	9	8	nucleotide biosynthetic process	0.746962616822	0.878246883796	24870
GO:0016208	10	8	AMP binding	0.67659137577	0.878246883796	24870
GO:0035631	11	8	CD40 receptor complex	0.654976303318	0.878246883796	24870
GO:0039694	8	8	viral RNA genome replication	0.800914876691	0.878246883796	24870
GO:0015918	8	8	sterol transport	0.800914876691	0.878246883796	24870
GO:1900121	6	8	negative regulation of receptor binding	0.887945318973	0.878246883796	24870
GO:0008140	8	8	cAMP response element binding protein binding	0.800914876691	0.878246883796	24870
GO:0003691	9	8	double-stranded telomeric DNA binding	0.746962616822	0.878246883796	24870
GO:0070757	11	8	interleukin-35-mediated signaling pathway	0.654976303318	0.878246883796	24870
GO:0003208	9	8	cardiac ventricle morphogenesis	0.746962616822	0.878246883796	24870
GO:0034145	9	8	positive regulation of toll-like receptor 4 signaling pathway	0.746962616822	0.878246883796	24870
GO:0060546	10	8	negative regulation of necroptotic process	0.67659137577	0.878246883796	24870
GO:0033558	10	8	protein deacetylase activity	0.67659137577	0.878246883796	24870
GO:0061154	6	8	endothelial tube morphogenesis	0.887945318973	0.878246883796	24870
GO:0071636	7	8	positive regulation of transforming growth factor beta production	0.872390208783	0.878246883796	24870
GO:0030836	9	8	positive regulation of actin filament depolymerization	0.746962616822	0.878246883796	24870
GO:0001502	17	16	cartilage condensation	0.707496136012	0.880902043693	14190
GO:0097200	12	16	cysteine-type endopeptidase activity involved in execution phase of apoptosis	0.905833333333	0.880902043693	14190
GO:0046961	21	16	proton-transporting ATPase activity, rotational mechanism	0.56916192026	0.880902043693	14190
GO:0004896	22	16	cytokine receptor activity	0.508756567426	0.880902043693	14190
GO:0061436	18	16	establishment of skin barrier	0.692336035372	0.880902043693	14190
GO:1902236	15	16	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	0.810079901659	0.880902043693	14190
GO:0048545	17	16	response to steroid hormone	0.707496136012	0.880902043693	14190
GO:0032461	15	16	positive regulation of protein oligomerization	0.810079901659	0.880902043693	14190
GO:0009083	19	16	branched-chain amino acid catabolic process	0.650204081633	0.880902043693	14190
GO:0042274	16	16	ribosomal small subunit biogenesis	0.765306122449	0.880902043693	14190
GO:0048255	15	16	mRNA stabilization	0.810079901659	0.880902043693	14190
GO:0035902	18	16	response to immobilization stress	0.692336035372	0.880902043693	14190
GO:0005682	21	16	U5 snRNP	0.56916192026	0.880902043693	14190
GO:0060338	16	16	regulation of type I interferon-mediated signaling pathway	0.765306122449	0.880902043693	14190
GO:0043200	29	32	response to amino acid	0.815418023887	0.881446907818	8570
GO:0007569	25	32	cell aging	0.890303623898	0.881446907818	8570
GO:0005719	24	32	nuclear euchromatin	0.91820702403	0.881446907818	8570
GO:0002062	35	32	chondrocyte differentiation	0.686708860759	0.881446907818	8570
GO:0018125	3	4	peptidyl-cysteine methylation	0.863701067616	0.881912144703	34830
GO:0072676	4	4	lymphocyte migration	0.845074298294	0.881912144703	34830
GO:0055118	5	4	negative regulation of cardiac muscle contraction	0.751105495894	0.881912144703	34830
GO:0006235	4	4	dTTP biosynthetic process	0.845074298294	0.881912144703	34830
GO:0015680	3	4	intracellular copper ion transport	0.863701067616	0.881912144703	34830
GO:0002328	4	4	pro-B cell differentiation	0.845074298294	0.881912144703	34830
GO:1900024	3	4	regulation of substrate adhesion-dependent cell spreading	0.863701067616	0.881912144703	34830
GO:0060050	5	4	positive regulation of protein glycosylation	0.751105495894	0.881912144703	34830
GO:0043988	3	4	histone H3-S28 phosphorylation	0.863701067616	0.881912144703	34830
GO:1901315	3	4	negative regulation of histone H2A K63-linked ubiquitination	0.863701067616	0.881912144703	34830
GO:0042482	4	4	positive regulation of odontogenesis	0.845074298294	0.881912144703	34830
GO:0048679	4	4	regulation of axon regeneration	0.845074298294	0.881912144703	34830
GO:0051707	3	4	response to other organism	0.863701067616	0.881912144703	34830
GO:0072734	3	4	cellular response to staurosporine	0.863701067616	0.881912144703	34830
GO:0035014	4	4	phosphatidylinositol 3-kinase regulator activity	0.845074298294	0.881912144703	34830
GO:1990966	4	4	ATP generation from poly-ADP-D-ribose	0.845074298294	0.881912144703	34830
GO:0071014	5	4	post-mRNA release spliceosomal complex	0.751105495894	0.881912144703	34830
GO:0000454	3	4	snoRNA guided rRNA pseudouridine synthesis	0.863701067616	0.881912144703	34830
GO:0030951	4	4	establishment or maintenance of microtubule cytoskeleton polarity	0.845074298294	0.881912144703	34830
GO:0034136	3	4	negative regulation of toll-like receptor 2 signaling pathway	0.863701067616	0.881912144703	34830
GO:0044388	5	4	small protein activating enzyme binding	0.751105495894	0.881912144703	34830
GO:0007501	5	4	mesodermal cell fate specification	0.751105495894	0.881912144703	34830
GO:0010716	4	4	negative regulation of extracellular matrix disassembly	0.845074298294	0.881912144703	34830
GO:0052794	3	4	exo-alpha-(2->3)-sialidase activity	0.863701067616	0.881912144703	34830
GO:1903748	3	4	negative regulation of establishment of protein localization to mitochondrion	0.863701067616	0.881912144703	34830
GO:0031727	4	4	CCR2 chemokine receptor binding	0.845074298294	0.881912144703	34830
GO:0050833	4	4	pyruvate transmembrane transporter activity	0.845074298294	0.881912144703	34830
GO:0036091	5	4	positive regulation of transcription from RNA polymerase II promoter in response to oxidative stress	0.751105495894	0.881912144703	34830
GO:0005589	3	4	collagen type VI trimer	0.863701067616	0.881912144703	34830
GO:0043084	1	1	penile erection	0.864547862278	0.882230311052	30220
GO:0030377	1	1	urokinase plasminogen activator receptor activity	0.864737041241	0.882263401721	30220
GO:2001190	2	2	positive regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	0.862647492625	0.882664460074	24170
GO:0031729	2	2	CCR4 chemokine receptor binding	0.862647492625	0.882664460074	24170
GO:0004798	2	2	thymidylate kinase activity	0.862647492625	0.882664460074	24170
GO:0046166	2	2	glyceraldehyde-3-phosphate biosynthetic process	0.862647492625	0.882664460074	24170
GO:0071344	2	2	diphosphate metabolic process	0.862647492625	0.882664460074	24170
GO:0004379	2	2	glycylpeptide N-tetradecanoyltransferase activity	0.862647492625	0.882664460074	24170
GO:0034165	2	2	positive regulation of toll-like receptor 9 signaling pathway	0.862647492625	0.882664460074	24170
GO:0048259	2	2	regulation of receptor-mediated endocytosis	0.862647492625	0.882664460074	24170
GO:1902425	2	2	positive regulation of attachment of mitotic spindle microtubules to kinetochore	0.862647492625	0.882664460074	24170
GO:1900275	2	2	negative regulation of phospholipase C activity	0.862647492625	0.882664460074	24170
GO:0051046	2	2	regulation of secretion	0.862647492625	0.882664460074	24170
GO:0097199	2	2	cysteine-type endopeptidase activity involved in apoptotic signaling pathway	0.862647492625	0.882664460074	24170
GO:0019883	2	2	antigen processing and presentation of endogenous antigen	0.862647492625	0.882664460074	24170
GO:0002542	2	2	Factor XII activation	0.862647492625	0.882664460074	24170
GO:0001773	2	2	myeloid dendritic cell activation	0.862647492625	0.882664460074	24170
GO:0033633	1	1	negative regulation of cell-cell adhesion mediated by integrin	0.867480136209	0.88269358041	30220
GO:0000257	1	1	nitrilase activity	0.867480136209	0.88269358041	30220
GO:1905653	1	1	positive regulation of artery morphogenesis	0.867480136209	0.88269358041	30220
GO:0060378	1	1	regulation of brood size	0.867480136209	0.88269358041	30220
GO:0061825	1	1	podosome core	0.867480136209	0.88269358041	30220
GO:0072431	1	1	signal transduction involved in mitotic G1 DNA damage checkpoint	0.867480136209	0.88269358041	30220
GO:1903860	1	1	negative regulation of dendrite extension	0.867480136209	0.88269358041	30220
GO:0004044	1	1	amidophosphoribosyltransferase activity	0.867480136209	0.88269358041	30220
GO:0090668	1	1	endothelial cell chemotaxis to vascular endothelial growth factor	0.867480136209	0.88269358041	30220
GO:0008428	1	1	ribonuclease inhibitor activity	0.867480136209	0.88269358041	30220
GO:0033176	1	1	proton-transporting V-type ATPase complex	0.867480136209	0.88269358041	30220
GO:0034724	1	1	DNA replication-independent nucleosome organization	0.867480136209	0.88269358041	30220
GO:0019107	1	1	myristoyltransferase activity	0.867480136209	0.88269358041	30220
GO:0003252	1	1	negative regulation of cell proliferation involved in heart valve morphogenesis	0.867480136209	0.88269358041	30220
GO:0001097	1	1	TFIIH-class transcription factor binding	0.867480136209	0.88269358041	30220
GO:0043516	1	1	regulation of DNA damage response, signal transduction by p53 class mediator	0.867480136209	0.88269358041	30220
GO:0005053	1	1	peroxisome matrix targeting signal-2 binding	0.867480136209	0.88269358041	30220
GO:0070130	1	1	negative regulation of mitochondrial translation	0.867480136209	0.88269358041	30220
GO:0034203	1	1	glycolipid translocation	0.867480136209	0.88269358041	30220
GO:0015439	1	1	heme-transporting ATPase activity	0.867480136209	0.88269358041	30220
GO:0032922	49	64	circadian regulation of gene expression	0.944084278768	0.884095860566	4590
GO:0035722	46	64	interleukin-12-mediated signaling pathway	0.951664025357	0.884095860566	4590
GO:0051437	75	64	positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition	0.662094763092	0.884095860566	4590
GO:0005811	71	64	lipid droplet	0.730679156909	0.884095860566	4590
GO:2000669	7	8	negative regulation of dendritic cell apoptotic process	0.881029517639	0.884640128669	24870
GO:0043535	6	8	regulation of blood vessel endothelial cell migration	0.895608947804	0.884640128669	24870
GO:1904385	11	8	cellular response to angiotensin	0.668483412322	0.884640128669	24870
GO:0048667	8	8	cell morphogenesis involved in neuron differentiation	0.810859188544	0.884640128669	24870
GO:0003300	7	8	cardiac muscle hypertrophy	0.881029517639	0.884640128669	24870
GO:0008553	8	8	proton-exporting ATPase activity, phosphorylative mechanism	0.810859188544	0.884640128669	24870
GO:0002162	9	8	dystroglycan binding	0.759112149533	0.884640128669	24870
GO:0071679	8	8	commissural neuron axon guidance	0.810859188544	0.884640128669	24870
GO:0001955	8	8	blood vessel maturation	0.810859188544	0.884640128669	24870
GO:1901016	6	8	regulation of potassium ion transmembrane transporter activity	0.895608947804	0.884640128669	24870
GO:0001055	11	8	RNA polymerase II activity	0.668483412322	0.884640128669	24870
GO:0016853	7	8	isomerase activity	0.881029517639	0.884640128669	24870
GO:1902260	7	8	negative regulation of delayed rectifier potassium channel activity	0.881029517639	0.884640128669	24870
GO:0051782	7	8	negative regulation of cell division	0.881029517639	0.884640128669	24870
GO:0008312	7	8	7S RNA binding	0.881029517639	0.884640128669	24870
GO:0006564	6	8	L-serine biosynthetic process	0.895608947804	0.884640128669	24870
GO:0043297	8	8	apical junction assembly	0.810859188544	0.884640128669	24870
GO:0006903	9	8	vesicle targeting	0.759112149533	0.884640128669	24870
GO:0006415	8	8	translational termination	0.810859188544	0.884640128669	24870
GO:0044877	7	8	macromolecular complex binding	0.881029517639	0.884640128669	24870
GO:0017183	8	8	peptidyl-diphthamide biosynthetic process from peptidyl-histidine	0.810859188544	0.884640128669	24870
GO:0005614	11	8	interstitial matrix	0.668483412322	0.884640128669	24870
GO:0031224	11	8	intrinsic component of membrane	0.668483412322	0.884640128669	24870
GO:0000339	11	8	RNA cap binding	0.668483412322	0.884640128669	24870
GO:1904888	7	8	cranial skeletal system development	0.881029517639	0.884640128669	24870
GO:0001711	6	8	endodermal cell fate commitment	0.895608947804	0.884640128669	24870
GO:0008494	9	8	translation activator activity	0.759112149533	0.884640128669	24870
GO:0051045	8	8	negative regulation of membrane protein ectodomain proteolysis	0.810859188544	0.884640128669	24870
GO:0000981	156	128	RNA polymerase II transcription factor activity, sequence-specific DNA binding	0.727272727273	0.88640776699	2060
GO:0007596	147	128	blood coagulation	0.787709497207	0.88640776699	2060
GO:0045807	22	16	positive regulation of endocytosis	0.522329246935	0.887033121917	14190
GO:0007026	18	16	negative regulation of microtubule depolymerization	0.704126750184	0.887033121917	14190
GO:0001931	12	16	uropod	0.910555555556	0.887033121917	14190
GO:0051764	12	16	actin crosslink formation	0.910555555556	0.887033121917	14190
GO:0046928	16	16	regulation of neurotransmitter secretion	0.776213933849	0.887033121917	14190
GO:0097150	21	16	neuronal stem cell population maintenance	0.582994304312	0.887033121917	14190
GO:0001659	18	16	temperature homeostasis	0.704126750184	0.887033121917	14190
GO:0017017	12	16	MAP kinase tyrosine/serine/threonine phosphatase activity	0.910555555556	0.887033121917	14190
GO:1900182	22	16	positive regulation of protein localization to nucleus	0.522329246935	0.887033121917	14190
GO:1990138	17	16	neuron projection extension	0.718701700155	0.887033121917	14190
GO:0031683	19	16	G-protein beta/gamma-subunit complex binding	0.663265306122	0.887033121917	14190
GO:0097060	20	16	synaptic membrane	0.599914965986	0.887033121917	14190
GO:0031489	17	16	myosin V binding	0.718701700155	0.887033121917	14190
GO:0019731	19	16	antibacterial humoral response	0.663265306122	0.887033121917	14190
GO:0016601	19	16	Rac protein signal transduction	0.663265306122	0.887033121917	14190
GO:0008156	17	16	negative regulation of DNA replication	0.718701700155	0.887033121917	14190
GO:0021542	14	16	dentate gyrus development	0.86123723042	0.887033121917	14190
