identifier	name	namespace	description	class
GO:0010720	positive regulation of cell development	biological_process	Any process that increases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate.	GOTerm
GO:0010722	regulation of ferrochelatase activity	biological_process	Any process that modulates the frequency, rate or extent of ferrochelatase activity; catalysis of the reaction: protoporphyrin + Fe2+ = protoheme + 2 H+.	GOTerm
GO:0046619	optic placode formation involved in camera-type eye formation	biological_process	Establishment and formation of the optic placode, paired ectodermal placodes that become invaginated to form the embryonic lens vesicles.	GOTerm
GO:0046618	drug export	biological_process	The directed movement of a drug, a substance used in the diagnosis, treatment or prevention of a disease, out of a cell or organelle.	GOTerm
GO:0007010	cytoskeleton organization	biological_process	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures.	GOSlimTerm
GO:0009673	low-affinity phosphate transmembrane transporter activity	molecular_function	Enables the transfer of phosphate from one side of the membrane to the other. In low-affinity transport the transporter is able to bind the solute only if it is present at very high concentrations.	GOTerm
GO:0008340	determination of adult lifespan	biological_process	The control of viability and duration in the adult phase of the life-cycle.	GOTerm
GO:0060921	sinoatrial node cell differentiation	biological_process	The process in which a relatively unspecialized cell acquires specialized features of a sinoatrial (SA) node cell. SA node cells are pacemaker cells that are found in the sinoatrial node.	GOTerm
GO:0007015	actin filament organization	biological_process	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments. Includes processes that control the spatial distribution of actin filaments, such as organizing filaments into meshworks, bundles, or other structures, as by cross-linking.	GOTerm
GO:0008344	adult locomotory behavior	biological_process	Locomotory behavior in a fully developed and mature organism.	GOTerm
GO:0060923	cardiac muscle cell fate commitment	biological_process	The commitment of cells to specific cardiac muscle cell fates and their capacity to differentiate into cardiac muscle cells. Cardiac muscle cells are striated muscle cells that are responsible for heart contraction.	GOTerm
GO:0008343	adult feeding behavior	biological_process	Feeding behavior in a fully developed and mature organism.	GOTerm
GO:0007018	microtubule-based movement	biological_process	A microtubule-based process that results in the movement of organelles, other microtubules, or other cellular components.  Examples include motor-driven movement along microtubules and movement driven by polymerization or depolymerization of microtubules.	GOTerm
GO:0007019	microtubule depolymerization	biological_process	The removal of tubulin heterodimers from one or both ends of a microtubule.	GOTerm
GO:0008349	MAP kinase kinase kinase kinase activity	molecular_function	Catalysis of the phosphorylation of serine and threonine residues in a mitogen-activated protein kinase kinase kinase (MAPKKK), resulting in activation of MAPKKK. MAPKKK signaling pathways relay, amplify and integrate signals from the plasma membrane to the nucleus in response to a diverse range of extracellular stimuli.	GOTerm
GO:0047946	glutamine N-acyltransferase activity	molecular_function	Catalysis of the reaction: acyl-CoA + L-glutamine = CoA + N-acyl-L-glutamine.	GOTerm
GO:0007016	cytoskeletal anchoring at plasma membrane	biological_process	A cytoskeleton organization process that directly or indirectly links cytoskeletal filaments to the plasma membrane.	GOTerm
GO:0047945	L-glutamine:pyruvate aminotransferase activity	molecular_function	Catalysis of the reaction: L-glutamine + pyruvate = 2-oxoglutaramate + L-alanine.	GOTerm
GO:0007017	microtubule-based process	biological_process	Any cellular process that depends upon or alters the microtubule cytoskeleton, that part of the cytoskeleton comprising microtubules and their associated proteins.	GOTerm
GO:0008347	glial cell migration	biological_process	The orderly movement of a glial cell, non-neuronal cells that provide support and nutrition, maintain homeostasis, form myelin, and participate in signal transmission in the nervous system.	GOTerm
GO:0060929	atrioventricular node cell fate commitment	biological_process	The commitment of cells to atrioventricular (AV) node cell fates and their capacity to differentiate into AV node cells.	GOTerm
GO:0034629	cellular protein complex localization	biological_process	A protein complex localization process that takes place at the cellular level; as a result, a protein complex is transported to, or maintained in, a specific location within a cell.	GOTerm
GO:0007009	plasma membrane organization	biological_process	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the plasma membrane.	GOTerm
GO:0010659	cardiac muscle cell apoptotic process	biological_process	A form of programmed cell death induced by external or internal signals that trigger the activity of proteolytic caspases, whose actions dismantle a cardiac muscle cell and result in its death. Cardiac muscle cells are striated muscle cells that are responsible for heart contraction.	GOTerm
GO:0019001	guanyl nucleotide binding	molecular_function	Interacting selectively and non-covalently with guanyl nucleotides, any compound consisting of guanosine esterified with (ortho)phosphate.	GOTerm
GO:0060928	atrioventricular node cell development	biological_process	The process whose specific outcome is the progression of an atrioventricular (AV) node cell over time, from its formation to the mature state.	GOTerm
GO:0019003	GDP binding	molecular_function	Interacting selectively and non-covalently with GDP, guanosine 5'-diphosphate.	GOTerm
GO:0019002	GMP binding	molecular_function	Interacting selectively and non-covalently with GMP, guanosine monophosphate.	GOTerm
GO:0034620	cellular response to unfolded protein	biological_process	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an unfolded protein stimulus.	GOTerm
GO:0010657	muscle cell apoptotic process	biological_process	A form of programmed cell death induced by external or internal signals that trigger the activity of proteolytic caspases, whose actions dismantle a muscle cell and result in its death. A muscle cell is a mature contractile cell, commonly known as a myocyte, that forms one of three kinds of muscle.	GOTerm
GO:0019005	SCF ubiquitin ligase complex	cellular_component	A ubiquitin ligase complex in which a cullin from the Cul1 subfamily and a RING domain protein form the catalytic core; substrate specificity is conferred by a Skp1 adaptor and an F-box protein. SCF complexes are involved in targeting proteins for degradation by the proteasome. The best characterized complexes are those from yeast and mammals (with core subunits named Cdc53/Cul1, Rbx1/Hrt1/Roc1).	GOTerm
GO:0010656	negative regulation of muscle cell apoptotic process	biological_process	Any process that decreases the rate or frequency of muscle cell apoptotic process, a form of programmed cell death induced by external or internal signals that trigger the activity of proteolytic caspases whose actions dismantle a muscle cell and result in its death.	GOTerm
